"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale","numberOfFollowers","previousInterestRank"
"Rauwiloid",0.35,"Therapy","[u'Alseroxylon']","2010-12-13T00:00:00",FALSE,0,1000
"Activase",0.35,"Therapy","[u'Alteplase']","2010-12-13T00:00:00",FALSE,0,1000
"Cathflo Activase",0.35,"Therapy","[u'Alteplase']","2010-12-13T00:00:00",FALSE,0,1000
"Hexalen",0.35,"Therapy","[u'Altretamine']","2010-12-13T00:00:00",FALSE,0,1000
"Aluminum Hydroxide And Magnesium Trisilicate",0.35,"Therapy","[u'Aluminum Hydroxide; Magnesium Trisilicate']","2010-12-13T00:00:00",FALSE,0,1000
"Foamcoat",0.35,"Therapy","[u'Aluminum Hydroxide; Magnesium Trisilicate']","2010-12-13T00:00:00",FALSE,0,1000
"Foamicon",0.35,"Therapy","[u'Aluminum Hydroxide; Magnesium Trisilicate']","2010-12-13T00:00:00",FALSE,0,1000
"Gaviscon",0.35,"Therapy","[u'Aluminum Hydroxide; Magnesium Trisilicate']","2010-12-13T00:00:00",FALSE,0,1000
"Entereg",0.35,"Therapy","[u'Alvimopan']","2010-12-13T00:00:00",FALSE,0,1000
"Symadine",0.35,"Therapy","[u'Amantadine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Symmetrel",0.35,"Therapy","[u'Amantadine Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Mytelase",0.35,"Therapy","[u'Ambenonium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Letairis",0.35,"Therapy","[u'Ambrisentan']","2010-12-13T00:00:00",FALSE,0,1000
"Cyclocort",0.35,"Therapy","[u'Amcinonide']","2010-12-13T00:00:00",FALSE,0,1000
"Coactin",0.35,"Therapy","[u'Amdinocillin']","2010-12-13T00:00:00",FALSE,0,1000
"Ethyol",0.35,"Therapy","[u'Amifostine']","2010-12-13T00:00:00",FALSE,0,1000
"Amikacin Sulfate In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Amikacin Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Amikin",0.35,"Therapy","[u'Amikacin Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Amikin In Sodium Chloride 0.9% In Plastic Container",0.35,"Therapy","[u'Amikacin Sulfate']","2010-12-13T00:00:00",FALSE,0,1000
"Amiloride Hydrochloride And Hydrochlorothiazide",0.35,"Therapy","[u'Amiloride Hydrochloride; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Hydro-Ride",0.35,"Therapy","[u'Amiloride Hydrochloride; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Moduretic 5-50",0.35,"Therapy","[u'Amiloride Hydrochloride; Hydrochlorothiazide']","2010-12-13T00:00:00",FALSE,0,1000
"Midamor",0.35,"Therapy","[u'Amiloride Hydrochloride']","2010-12-13T00:00:00",FALSE,0,1000
"Procalamine",0.35,"Therapy","[u'Amino Acids; Calcium Acetate; Glycerin; Magnesium Acetate; Phosphoric Acid; Potassium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% W/ Electrolytes In Dextrose 25% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% W/ Electrolytes In Dextrose 20% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% W/ Electrolytes In Dextrose 25% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 5% W/ Electrolytes In Dextrose 25% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 2.75/10 Sulfite-Free W/ Elect In Dextrose 10% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 2.75/25 Sulfite-Free W/ Elect In Dextrose 25% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 2.75/5 Sulfite-Free W/ Elect In Dextrose 5% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 4.25/10 Sulfite-Free W/ Elect In Dextrose 10% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 4.25/20 Sulfite-Free W/ Elect In Dextrose 20% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 4.25/25 Sulfite-Free W/ Elect In Dextrose 25% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 4.25/5 Sulfite-Free W/ Elect In Dextrose 5% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 5/10 Sulfite-Free W/ Elect In Dextrose 10% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 5/15 Sulfite-Free W/ Elect In Dextrose 15% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 5/20 Sulfite-Free W/ Elect In 20% Dextrose W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 5/25 Sulfite-Free W/ Elect In Dextrose 25% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix E 5/35 Sulfite-Free W/ Elect In Dextrose 35% W/ Calcium In Plastic Container",0.35,"Therapy","[u'Amino Acids; Calcium Chloride; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% W/ Elect And Adjusted Phosphate In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Acetate; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% W/ Electrolytes In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% W/ Electrolytes In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% M In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Chloride; Sodium Phosphate, Dibasic, Heptahydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% M In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Chloride; Sodium Chloride; Sodium Phosphate, Dibasic, Heptahydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 15% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 20% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% Sulfite Free W/ Electrolytes In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 15% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 20% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% Sulfite Free W/ Electrolytes In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 3.5% W/ Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 3.5% W/ Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 4.25% W/ Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% In Dextrose 20% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 4.25% In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 5% In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 2.75/10 Sulfite Free In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 2.75/25 Sulfite Free In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 2.75/5 Sulfite Free In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 4.25/10 Sulfite Free In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 4.25/20 Sulfite Free In Dextrose 20% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 4.25/25 Sulfite Free In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 4.25/5 Sulfite Free In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 5/10 Sulfite Free In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 5/15 Sulfite Free In Dextrose 15% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 5/20 Sulfite Free In Dextrose 20% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 5/25 Sulfite Free In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Clinimix 5/35 Sulfite Free In Dextrose 35% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% In Dextrose 15% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% In Dextrose 20% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 2.75% In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% In Dextrose 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% In Dextrose 15% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% In Dextrose 20% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% In Dextrose 25% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 4.25% In Dextrose 5% In Plastic Container",0.35,"Therapy","[u'Amino Acids; Dextrose']","2010-12-13T00:00:00",FALSE,0,1000
"Freamine Iii 8.5% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Acetate; Phosphoric Acid; Potassium Acetate; Potassium Chloride; Sodium Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 3.5% M In Plastic Container",0.35,"Therapy","[u'Amino Acids; Magnesium Acetate; Phosphoric Acid; Potassium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Freamine Iii 3% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Acetate; Phosphoric Acid; Potassium Chloride; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% M In Plastic Container",0.35,"Therapy","[u'Amino Acids; Magnesium Acetate; Potassium Acetate; Sodium Chloride; Sodium Phosphate, Dibasic, Heptahydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 3.5% M",0.35,"Therapy","[u'Amino Acids; Magnesium Acetate; Potassium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Veinamine 8%",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Acetate; Potassium Chloride; Sodium Acetate']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 10% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 7% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 8.5% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% M",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Chloride; Sodium Chloride; Sodium Phosphate, Dibasic, Heptahydrate']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 3.5% Sulfite Free W/ Electrolytes In Plastic Container",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 3.5% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 5.5% Sulfite Free W/ Electrolytes In Plastic Container",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 5.5% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 8.5% Sulfite Free W/ Electrolytes In Plastic Container",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 8.5% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Acetate; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 7% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 8.5% W/ Electrolytes",0.35,"Therapy","[u'Amino Acids; Magnesium Chloride; Potassium Phosphate, Dibasic; Sodium Chloride']","2010-12-13T00:00:00",FALSE,0,1000
"Aminess 5.2% Essential Amino Acids W/ Histadine",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 10%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 10% (Ph6)",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 3.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 3.5% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 7%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 7% (Ph6)",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 8.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn 8.5% (Ph6)",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 10%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 15% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 3.5% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 7%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn Ii 8.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn-Hbc 7%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn-Hbc 7% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn-Hf 8%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn-Pf 10%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn-Pf 7%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Aminosyn-Rf 5.2%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Branchamin 4%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Branchamin 4% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Clinisol 15% Sulfite Free In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Freamine 8.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Freamine Hbc 6.9%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Freamine Ii 8.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Freamine Iii 10%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Freamine Iii 8.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Hepatamine 8%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Hepatasol 8%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Neopham 6.4%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Nephramine 5.4%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Novamine 11.4%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Novamine 15%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Novamine 15% Sulfite Free In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Novamine 8.5%",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Premasol 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Premasol 6% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Prosol 20% Sulfite Free In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Renamin W/O Electrolytes",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 10% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 10% W/O Electrolytes",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 5.5% In Plastic Container",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
"Travasol 5.5% W/O Electrolytes",0.35,"Therapy","[u'Amino Acids']","2010-12-13T00:00:00",FALSE,0,1000
