"category","thresholdSensitivity","categoryType","alias","feedExpirationDate","feedIsStale"
"Amoxicillin And Clavulanate Potassium",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Amoxicillin Pediatric",,"Therapy","[u'Amoxicillin']",,
"Amoxil",,"Therapy","[u'Amoxicillin']",,
"Amphadase",,"Therapy","[u'Hyaluronidase']",,
"Amphetamine Sulfate",,"Therapy",,,
"Amphicol",,"Therapy","[u'Chloramphenicol']",,
"Amphotec",,"Therapy","[u'Amphotericin B']",,
"Amphotericin B",,"Therapy",,,
"Ampicillin And Sulbactam",,"Therapy","[u'Ampicillin; Sulbactam']",,
"Ampicillin Sodium",,"Therapy",,,
"Ampicillin Trihydrate",,"Therapy","[u'Ampicillin/Ampicillin Trihydrate']",,
"Ampyra",,"Therapy","[u'Dalfampridine']",,
"Amrinone Lactate",,"Therapy","[u'Inamrinone Lactate']",,
"Amrix",,"Therapy","[u'Cyclobenzaprine Hydrochloride']",,
"Amturnide",,"Therapy","[u'Aliskiren Hemifumarate; Amlodipine Besylate; Hydrochlorothiazide']",,
"Amvaz",,"Therapy","[u'Amlodipine Maleate']",,
"An-Dtpa",,"Therapy","[u'Technetium Tc-99M Pentetate Kit']",,
"An-Maa",,"Therapy","[u'Technetium Tc-99M Albumin Aggregated Kit']",,
"An-Sulfur Colloid",,"Therapy","[u'Technetium Tc-99M Sulfur Colloid Kit']",,
"Anadrol-50",,"Therapy","[u'Oxymetholone']",,
"Anafranil",,"Therapy","[u'Clomipramine Hydrochloride']",,
"Anagrelide Hydrochloride",,"Therapy",,,
"Anaprox",,"Therapy","[u'Naproxen Sodium']",,
"Anaprox Ds",,"Therapy","[u'Naproxen Sodium']",,
"Anastrozole",,"Therapy",,,
"Ancef",,"Therapy","[u'Cefazolin Sodium']",,
"Ancef In Dextrose 5% In Plastic Container",,"Therapy","[u'Cefazolin Sodium']",,
"Ancef In Plastic Container",,"Therapy","[u'Cefazolin Sodium']",,
"Ancef In Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Cefazolin Sodium']",,
"Ancobon",,"Therapy","[u'Flucytosine']",,
"Androderm",,"Therapy","[u'Testosterone']",,
"Androgel",,"Therapy","[u'Testosterone']",,
"Android 10",,"Therapy","[u'Methyltestosterone']",,
"Android 25",,"Therapy","[u'Methyltestosterone']",,
"Android 5",,"Therapy","[u'Methyltestosterone']",,
"Android-F",,"Therapy","[u'Fluoxymesterone']",,
"Anectine",,"Therapy","[u'Succinylcholine Chloride']",,
"Anestacon",,"Therapy","[u'Lidocaine Hydrochloride']",,
"Anexsia",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Anexsia 5/325",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Anexsia 7.5/325",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Anexsia 7.5/650",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Angeliq",,"Therapy","[u'Drospirenone; Estradiol']",,
"Angio-Conray",,"Therapy","[u'Iothalamate Sodium']",,
"Angiomax",,"Therapy","[u'Bivalirudin']",,
"Angiovist 282",,"Therapy","[u'Diatrizoate Meglumine']",,
"Angiovist 292",,"Therapy","[u'Diatrizoate Meglumine; Diatrizoate Sodium']",,
"Angiovist 370",,"Therapy","[u'Diatrizoate Meglumine; Diatrizoate Sodium']",,
"Anhydron",,"Therapy","[u'Cyclothiazide']",,
"Anisotropine Methylbromide",,"Therapy",,,
"Anoquan",,"Therapy","[u'Acetaminophen; Butalbital; Caffeine']",,
"Ansaid",,"Therapy","[u'Flurbiprofen']",,
"Ansolysen",,"Therapy","[u'Pentolinium Tartrate']",,
"Anspor",,"Therapy","[u'Cephradine']",,
"Antabuse",,"Therapy","[u'Disulfiram']",,
"Antagonate",,"Therapy","[u'Chlorpheniramine Maleate']",,
"Antara (Micronized)",,"Therapy","[u'Fenofibrate']",,
"Antepar",,"Therapy","[u'Piperazine Citrate']",,
"Anthelios 20",,"Therapy","[u'Avobenzone; Ecamsule; Octocrylene; Titanium Dioxide']",,
"Anthelios 40",,"Therapy","[u'Avobenzone; Ecamsule; Octocrylene; Titanium Dioxide']",,
"Anthelios Sx",,"Therapy","[u'Avobenzone; Ecamsule; Octocrylene']",,
"Antitussive",,"Therapy","[u'Diphenhydramine Hydrochloride']",,
"Antivert",,"Therapy","[u'Meclizine Hydrochloride']",,
"Antizol",,"Therapy","[u'Fomepizole']",,
"Antrenyl",,"Therapy","[u'Oxyphenonium Bromide']",,
"Anturane",,"Therapy","[u'Sulfinpyrazone']",,
"Anusol Hc",,"Therapy","[u'Hydrocortisone']",,
"Anzemet",,"Therapy","[u'Dolasetron Mesylate']",,
"Aphthasol",,"Therapy","[u'Amlexanox']",,
"Apidra",,"Therapy","[u'Insulin Glulisine Recombinant']",,
"Apidra Solostar",,"Therapy","[u'Insulin Glulisine Recombinant']",,
"Aplenzin",,"Therapy","[u'Bupropion Hydrobromide']",,
"Apogen",,"Therapy","[u'Gentamicin Sulfate']",,
"Apokyn",,"Therapy","[u'Apomorphine Hydrochloride']",,
"Apraclonidine Hydrochloride",,"Therapy",,,
"Apresazide",,"Therapy","[u'Hydralazine Hydrochloride; Hydrochlorothiazide']",,
"Apresoline",,"Therapy","[u'Hydralazine Hydrochloride']",,
"Apresoline-Esidrix",,"Therapy","[u'Hydralazine Hydrochloride; Hydrochlorothiazide']",,
"Apriso",,"Therapy","[u'Mesalamine']",,
"Aptivus",,"Therapy","[u'Tipranavir']",,
"Aquamephyton",,"Therapy","[u'Phytonadione']",,
"Aquaphyllin",,"Therapy","[u'Theophylline']",,
"Aquasol A",,"Therapy","[u'Vitamin A']",,
"Aquatag",,"Therapy","[u'Benzthiazide']",,
"Aquatensen",,"Therapy","[u'Methyclothiazide']",,
"Aralen",,"Therapy","[u'Chloroquine Phosphate']",,
"Aralen Hydrochloride",,"Therapy","[u'Chloroquine Hydrochloride']",,
"Aralen Phosphate W/ Primaquine Phosphate",,"Therapy","[u'Chloroquine Phosphate; Primaquine Phosphate']",,
"Aramine",,"Therapy","[u'Metaraminol Bitartrate']",,
"Aranelle",,"Therapy","[u'Norethindrone; Ethinyl Estradiol']",,
"Aranesp",,"Therapy","[u'Darbepoetin Alfa']",,
"Arava",,"Therapy","[u'Leflunomide']",,
"Arcalyst",,"Therapy","[u'Rilonacept']",,
"Arduan",,"Therapy","[u'Pipecuronium Bromide']",,
"Aredia",,"Therapy","[u'Pamidronate Disodium']",,
"Arestin",,"Therapy","[u'Minocycline Hydrochloride']",,
"Arestocaine Hydrochloride",,"Therapy","[u'Mepivacaine Hydrochloride']",,
"Arestocaine Hydrochloride W/ Levonordefrin",,"Therapy","[u'Levonordefrin; Mepivacaine Hydrochloride']",,
"Arfonad",,"Therapy","[u'Trimethaphan Camsylate']",,
"Argatroban",,"Therapy",,,
"Aricept",,"Therapy","[u'Donepezil Hydrochloride']",,
"Aricept Odt",,"Therapy","[u'Donepezil Hydrochloride']",,
"Aridol",,"Therapy","[u'Mannitol']",,
"Aridol Kit",,"Therapy","[u'Mannitol']",,
"Arimidex",,"Therapy","[u'Anastrozole']",,
"Aristocort",,"Therapy","[u'Triamcinolone Acetonide']",,
"Aristocort A",,"Therapy","[u'Triamcinolone Acetonide']",,
"Aristogel",,"Therapy","[u'Triamcinolone Acetonide']",,
"Aristospan",,"Therapy","[u'Triamcinolone Hexacetonide']",,
"Arixtra",,"Therapy","[u'Fondaparinux Sodium']",,
"Aromasin",,"Therapy","[u'Exemestane']",,
"Arranon",,"Therapy","[u'Nelarabine']",,
"Arsenic Trioxide",,"Therapy",,,
"Artane",,"Therapy","[u'Trihexyphenidyl Hydrochloride']",,
"Arthrotec",,"Therapy","[u'Diclofenac Sodium; Misoprostol']",,
"Articaine Hydrochloride And Epinephrine Bitartrate",,"Therapy","[u'Articaine Hydrochloride; Epinephrine Bitartrate']",,
"Articaine Hydrochloride With Epinephrine",,"Therapy","[u'Articaine Hydrochloride; Epinephrine Bitartrate']",,
"Arzerra",,"Therapy","[u'Ofatumumab']",,
"Asacol",,"Therapy","[u'Mesalamine']",,
"Asacol Hd",,"Therapy","[u'Mesalamine']",,
"Asbron",,"Therapy","[u'Theophylline Sodium Glycinate']",,
"Asclera",,"Therapy","[u'Polidocanol']",,
"Asellacrin 10",,"Therapy","[u'Somatropin']",,
"Asellacrin 2",,"Therapy","[u'Somatropin']",,
"Asendin",,"Therapy","[u'Amoxapine']",,
"Asmanex Twisthaler",,"Therapy","[u'Mometasone Furoate']",,
"Aspirin And Dipyridamole",,"Therapy","[u'Aspirin; Dipyridamole']",,
"Astelin",,"Therapy","[u'Azelastine Hydrochloride']",,
"Astepro",,"Therapy","[u'Azelastine Hydrochloride']",,
"Astramorph Pf",,"Therapy","[u'Morphine Sulfate']",,
"Atacand",,"Therapy","[u'Candesartan Cilexetil']",,
"Atacand Hct",,"Therapy","[u'Candesartan Cilexetil; Hydrochlorothiazide']",,
"Atarax",,"Therapy","[u'Hydroxyzine Hydrochloride']",,
"Atazanavir Sulfate",,"Therapy",,,
"Atelvia",,"Therapy","[u'Risedronate Sodium']",,
"Atenolol",,"Therapy",,,
"Atenolol And Chlorthalidone",,"Therapy","[u'Atenolol; Chlorthalidone']",,
"Athrombin",,"Therapy","[u'Warfarin Sodium']",,
"Athrombin-K",,"Therapy","[u'Warfarin Potassium']",,
"Ativan",,"Therapy","[u'Lorazepam']",,
"Atnaa",,"Therapy","[u'Atropine; Pralidoxime Chloride']",,
"Atomoxetine Hydrochloride",,"Therapy",,,
"Atovaquone And Proguanil Hydrochloride",,"Therapy","[u'Atovaquone; Proguanil Hydrochloride']",,
"Atracurium Besylate",,"Therapy",,,
"Atracurium Besylate Preservative Free",,"Therapy","[u'Atracurium Besylate']",,
"Atralin",,"Therapy","[u'Tretinoin']",,
"Atridox",,"Therapy","[u'Doxycycline Hyclate']",,
"Atripla",,"Therapy","[u'Efavirenz; Emtricitabine; Tenofovir Disoproxil Fumarate']",,
"Atromid-S",,"Therapy","[u'Clofibrate']",,
"Atropen",,"Therapy","[u'Atropine']",,
"Atropine",,"Therapy",,,
"Atropine And Demerol",,"Therapy","[u'Atropine Sulfate; Meperidine Hydrochloride']",,
"Atropine Sulfate",,"Therapy",,,
"Atropine Sulfate Ansyr Plastic Syringe",,"Therapy","[u'Atropine Sulfate']",,
"Atrovent",,"Therapy","[u'Ipratropium Bromide']",,
"Atrovent Hfa",,"Therapy","[u'Ipratropium Bromide']",,
"Augmentin '125'",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Augmentin '200'",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Augmentin '250'",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Augmentin '400'",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Augmentin '500'",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Augmentin '875'",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Augmentin Es-600",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Augmentin Xr",,"Therapy","[u'Amoxicillin; Clavulanate Potassium']",,
"Aureomycin",,"Therapy","[u'Chlortetracycline Hydrochloride']",,
"Avagard",,"Therapy","[u'Alcohol; Chlorhexidine Gluconate']",,
"Avage",,"Therapy","[u'Tazarotene']",,
"Avalide",,"Therapy","[u'Hydrochlorothiazide; Irbesartan']",,
"Avandamet",,"Therapy","[u'Metformin Hydrochloride; Rosiglitazone Maleate']",,
"Avandaryl",,"Therapy","[u'Glimepiride; Rosiglitazone Maleate']",,
"Avandia",,"Therapy","[u'Rosiglitazone Maleate']",,
"Avapro",,"Therapy","[u'Irbesartan']",,
"Avastin",,"Therapy","[u'Bevacizumab']",,
"Avc",,"Therapy","[u'Sulfanilamide']",,
"Avelox",,"Therapy","[u'Moxifloxacin Hydrochloride']",,
"Avelox In Sodium Chloride 0.8% In Plastic Container",,"Therapy","[u'Moxifloxacin Hydrochloride']",,
"Aventyl Hydrochloride",,"Therapy","[u'Nortriptyline Hydrochloride']",,
"Aviane-21",,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']",,
"Aviane-28",,"Therapy","[u'Ethinyl Estradiol; Levonorgestrel']",,
"Avinza",,"Therapy","[u'Morphine Sulfate']",,
"Avita",,"Therapy","[u'Tretinoin']",,
"Avodart",,"Therapy","[u'Dutasteride']",,
"Avonex",,"Therapy","[u'Interferon Beta-1A']",,
"Axert",,"Therapy","[u'Almotriptan Malate']",,
"Axid",,"Therapy","[u'Nizatidine']",,
"Axid Ar",,"Therapy","[u'Nizatidine']",,
"Axiron",,"Therapy","[u'Testosterone']",,
"Axotal",,"Therapy","[u'Aspirin; Butalbital']",,
"Aygestin",,"Therapy","[u'Norethindrone Acetate']",,
"Azactam",,"Therapy","[u'Aztreonam']",,
"Azactam In Plastic Container",,"Therapy","[u'Aztreonam']",,
"Azasan",,"Therapy","[u'Azathioprine']",,
"Azasite",,"Therapy","[u'Azithromycin']",,
"Azathioprine",,"Therapy",,,
"Azathioprine Sodium",,"Therapy",,,
"Azdone",,"Therapy","[u'Aspirin; Hydrocodone Bitartrate']",,
"Azelastine Hydrochloride",,"Therapy",,,
"Azelex",,"Therapy","[u'Azelaic Acid']",,
"Azilect",,"Therapy","[u'Rasagiline Mesylate']",,
"Azithromycin",,"Therapy",,,
"Azlin",,"Therapy","[u'Azlocillin Sodium']",,
"Azmacort",,"Therapy","[u'Triamcinolone Acetonide']",,
"Azo Gantanol",,"Therapy","[u'Phenazopyridine Hydrochloride; Sulfamethoxazole']",,
"Azo Gantrisin",,"Therapy","[u'Phenazopyridine Hydrochloride; Sulfisoxazole']",,
"Azolid",,"Therapy","[u'Phenylbutazone']",,
"Azopt",,"Therapy","[u'Brinzolamide']",,
"Azor",,"Therapy","[u'Amlodipine Besylate; Olmesartan Medoxomil']",,
"Aztreonam",,"Therapy",,,
"Azulfidine",,"Therapy","[u'Sulfasalazine']",,
"Azulfidine En-Tabs",,"Therapy","[u'Sulfasalazine']",,
"Baci-Rx",,"Therapy","[u'Bacitracin']",,
"Baciguent",,"Therapy","[u'Bacitracin']",,
"Baciim",,"Therapy","[u'Bacitracin']",,
"Bacitracin",,"Therapy",,,
"Bacitracin Zinc And Polymyxin B Sulfate",,"Therapy","[u'Bacitracin Zinc; Polymyxin B Sulfate']",,
"Bacitracin Zinc-Neomycin Sulfate-Polymyxin B Sulfate",,"Therapy","[u'Bacitracin Zinc; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Bacitracin Zinc-Polymyxin B Sulfate",,"Therapy","[u'Bacitracin Zinc; Polymyxin B Sulfate']",,
"Bacitracin-Neomycin-Polymyxin",,"Therapy","[u'Bacitracin Zinc; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Bacitracin-Neomycin-Polymyxin W/ Hydrocortisone Acetate",,"Therapy","[u'Bacitracin; Hydrocortisone Acetate; Neomycin Sulfate; Polymyxin B Sulfate']",,
"Baclofen",,"Therapy",,,
"Bacteriostatic Sodium Chloride 0.9% In Plastic Container",,"Therapy","[u'Sodium Chloride']",,
"Bacteriostatic Water For Injection In Plastic Container",,"Therapy","[u'Sterile Water For Injection']",,
"Bactocill",,"Therapy","[u'Oxacillin Sodium']",,
"Bactocill In Plastic Container",,"Therapy","[u'Oxacillin Sodium']",,
"Bactrim",,"Therapy","[u'Sulfamethoxazole; Trimethoprim']",,
"Bactrim Ds",,"Therapy","[u'Sulfamethoxazole; Trimethoprim']",,
"Bactrim Pediatric",,"Therapy","[u'Sulfamethoxazole; Trimethoprim']",,
"Bactroban",,"Therapy","[u'Mupirocin Calcium']",,
"Bal",,"Therapy","[u'Dimercaprol']",,
"Balanced Salt",,"Therapy","[u'Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Acetate; Sodium Chloride; Sodium Citrate']",,
"Balneol-Hc",,"Therapy","[u'Hydrocortisone']",,
"Balsalazide Disodium",,"Therapy",,,
"Balziva-21",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Balziva-28",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Bamate",,"Therapy","[u'Meprobamate']",,
"Banan",,"Therapy","[u'Cefpodoxime Proxetil']",,
"Bancap",,"Therapy","[u'Acetaminophen; Butalbital']",,
"Bancap Hc",,"Therapy","[u'Acetaminophen; Hydrocodone Bitartrate']",,
"Banthine",,"Therapy","[u'Methantheline Bromide']",,
"Banzel",,"Therapy","[u'Rufinamide']",,
"Baraclude",,"Therapy","[u'Entecavir']",,
"Baros",,"Therapy","[u'Sodium Bicarbonate; Tartaric Acid']",,
"Barstatin 100",,"Therapy","[u'Nystatin']",,
"Baycol",,"Therapy","[u'Cerivastatin Sodium']",,
"Bayer Extra Strength Aspirin For Migraine Pain",,"Therapy","[u'Aspirin']",,
"Beclovent",,"Therapy","[u'Beclomethasone Dipropionate']",,
"Beconase",,"Therapy","[u'Beclomethasone Dipropionate']",,
"Beconase Aq",,"Therapy","[u'Beclomethasone Dipropionate Monohydrate']",,
"Beepen-Vk",,"Therapy","[u'Penicillin V Potassium']",,
"Beldin",,"Therapy","[u'Diphenhydramine Hydrochloride']",,
"Belix",,"Therapy","[u'Diphenhydramine Hydrochloride']",,
"Benadryl",,"Therapy","[u'Diphenhydramine Hydrochloride']",,
"Benadryl Preservative Free",,"Therapy","[u'Diphenhydramine Hydrochloride']",,
"Benazepril Hydrochloride",,"Therapy",,,
"Benazepril Hydrochloride And Hydrochlorothiazide",,"Therapy","[u'Benazepril Hydrochloride; Hydrochlorothiazide']",,
"Bendectin",,"Therapy","[u'Doxylamine Succinate; Pyridoxine Hydrochloride']",,
"Bendopa",,"Therapy","[u'Levodopa']",,
"Benemid",,"Therapy","[u'Probenecid']",,
"Benicar",,"Therapy","[u'Olmesartan Medoxomil']",,
"Benicar Hct",,"Therapy","[u'Hydrochlorothiazide; Olmesartan Medoxomil']",,
"Benoquin",,"Therapy","[u'Monobenzone']",,
"Benoxinate Hydrochloride",,"Therapy",,,
"Bensulfoid",,"Therapy","[u'Sulfur']",,
"Bentyl",,"Therapy","[u'Dicyclomine Hydrochloride']",,
"Bentyl Preservative Free",,"Therapy","[u'Dicyclomine Hydrochloride']",,
"Benylin",,"Therapy","[u'Diphenhydramine Hydrochloride; Pseudoephedrine Hydrochloride']",,
"Benzaclin",,"Therapy","[u'Benzoyl Peroxide; Clindamycin Phosphate']",,
"Benzamycin",,"Therapy","[u'Benzoyl Peroxide; Erythromycin']",,
"Benzamycin Pak",,"Therapy","[u'Benzoyl Peroxide; Erythromycin']",,
"Benzedrine",,"Therapy","[u'Amphetamine Sulfate']",,
"Benzonatate",,"Therapy",,,
"Benzphetamine Hydrochloride",,"Therapy",,,
"Benzthiazide",,"Therapy",,,
"Benztropine Mesylate",,"Therapy",,,
"Benzyl Benzoate",,"Therapy",,,
"Bepadin",,"Therapy","[u'Bepridil Hydrochloride']",,
"Bepreve",,"Therapy","[u'Bepotastine Besilate']",,
"Berocca Pn",,"Therapy","[u'Ascorbic Acid; Biotin; Cyanocobalamin; Dexpanthenol; Ergocalciferol; Folic Acid; Niacinamide; Pyridoxine Hydrochloride; Riboflavin 5-Phosphate Sodium; Thiamine Hydrochloride; Vitamin A Palmitate; Vitamin E']",,
"Berubigen",,"Therapy","[u'Cyanocobalamin']",,
"Besivance",,"Therapy","[u'Besifloxacin Hydrochloride']",,
"Beta-2",,"Therapy","[u'Isoetharine Hydrochloride']",,
"Beta-Hc",,"Therapy","[u'Hydrocortisone']",,
"Beta-Val",,"Therapy","[u'Betamethasone Valerate']",,
"Betaderm",,"Therapy","[u'Betamethasone Valerate']",,
"Betadine",,"Therapy","[u'Povidone-Iodine']",,
"Betagan",,"Therapy","[u'Levobunolol Hydrochloride']",,
"Betalin 12",,"Therapy","[u'Cyanocobalamin']",,
"Betalin S",,"Therapy","[u'Thiamine Hydrochloride']",,
"Betamethasone Acetate And Betamethasone Sodium Phosphate",,"Therapy","[u'Betamethasone Acetate; Betamethasone Sodium Phosphate']",,
"Betamethasone Dipropionate",,"Therapy",,,
"Betamethasone Sodium Phosphate",,"Therapy",,,
"Betamethasone Valerate",,"Therapy",,,
"Betapace",,"Therapy","[u'Sotalol Hydrochloride']",,
"Betapace Af",,"Therapy","[u'Sotalol Hydrochloride']",,
"Betapar",,"Therapy","[u'Meprednisone']",,
"Betapen-Vk",,"Therapy","[u'Penicillin V Potassium']",,
"Betaprone",,"Therapy","[u'Propiolactone']",,
"Betaseron",,"Therapy","[u'Interferon Beta-1B']",,
"Betatrex",,"Therapy","[u'Betamethasone Valerate']",,
"Betaxolol Hydrochloride",,"Therapy",,,
"Betaxon",,"Therapy","[u'Levobetaxolol Hydrochloride']",,
"Bethanechol Chloride",,"Therapy",,,
"Betimol",,"Therapy","[u'Timolol']",,
"Betoptic",,"Therapy","[u'Betaxolol Hydrochloride']",,
"Betoptic Pilo",,"Therapy","[u'Betaxolol Hydrochloride; Pilocarpine Hydrochloride']",,
"Betoptic S",,"Therapy","[u'Betaxolol Hydrochloride']",,
"Bextra",,"Therapy","[u'Valdecoxib']",,
"Bexxar",,"Therapy","[u'Tositumomab; Iodine I 131 Tositumomab']",,
"Beyaz",,"Therapy","[u'Drospirenone; Ethinyl Estradiol; Levomefolate Calcium']",,
"Biaxin",,"Therapy","[u'Clarithromycin']",,
"Biaxin Xl",,"Therapy","[u'Clarithromycin']",,
"Bicalutamide",,"Therapy",,,
"Bicillin",,"Therapy","[u'Penicillin G Benzathine']",,
"Bicillin C-R",,"Therapy","[u'Penicillin G Benzathine; Penicillin G Procaine']",,
"Bicillin C-R 900/300",,"Therapy","[u'Penicillin G Benzathine; Penicillin G Procaine']",,
"Bicillin L-A",,"Therapy","[u'Penicillin G Benzathine']",,
"Bicnu",,"Therapy","[u'Carmustine']",,
"Bidil",,"Therapy","[u'Hydralazine Hydrochloride; Isosorbide Dinitrate']",,
"Bilivist",,"Therapy","[u'Ipodate Sodium']",,
"Bilopaque",,"Therapy","[u'Tyropanoate Sodium']",,
"Biltricide",,"Therapy","[u'Praziquantel']",,
"Bimatoprost",,"Therapy",,,
"Bio-Tropin",,"Therapy","[u'Somatropin Recombinant']",,
"Bioscrub",,"Therapy","[u'Chlorhexidine Gluconate']",,
"Biphetamine 12.5",,"Therapy","[u'Amphetamine Resin Complex; Dextroamphetamine Resin Complex']",,
"Biphetamine 20",,"Therapy","[u'Amphetamine Resin Complex; Dextroamphetamine Resin Complex']",,
"Biphetamine 7.5",,"Therapy","[u'Amphetamine Resin Complex; Dextroamphetamine Resin Complex']",,
"Biphetap",,"Therapy","[u'Brompheniramine Maleate; Phenylpropanolamine Hydrochloride']",,
"Bisoprolol Fumarate",,"Therapy",,,
"Bisoprolol Fumarate And Hydrochlorothiazide",,"Therapy","[u'Bisoprolol Fumarate; Hydrochlorothiazide']",,
"Blenoxane",,"Therapy","[u'Bleomycin Sulfate']",,
"Bleomycin Sulfate",,"Therapy",,,
"Bleph-10",,"Therapy","[u'Sulfacetamide Sodium']",,
"Bleph-30",,"Therapy","[u'Sulfacetamide Sodium']",,
"Blephamide",,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']",,
"Blephamide S.O.P.",,"Therapy","[u'Prednisolone Acetate; Sulfacetamide Sodium']",,
"Blocadren",,"Therapy","[u'Timolol Maleate']",,
"Boniva",,"Therapy","[u'Ibandronate Sodium']",,
"Bontril",,"Therapy","[u'Phendimetrazine Tartrate']",,
"Bontril Pdm",,"Therapy","[u'Phendimetrazine Tartrate']",,
"Borofair",,"Therapy","[u'Acetic Acid, Glacial; Aluminum Acetate']",,
"Botox",,"Therapy","[u'Botulinum Toxin Type A']",,
"Botox Cosmetic",,"Therapy","[u'Botulinum Toxin Type A']",,
"Branchamin 4%",,"Therapy","[u'Amino Acids']",,
"Branchamin 4% In Plastic Container",,"Therapy","[u'Amino Acids']",,
"Bravelle",,"Therapy","[u'Urofollitropin']",,
"Breathtek Ubt For H-Pylori",,"Therapy","[u'Urea C-13']",,
"Brethaire",,"Therapy","[u'Terbutaline Sulfate']",,
"Brethine",,"Therapy","[u'Terbutaline Sulfate']",,
"Bretylium Tosylate",,"Therapy",,,
"Bretylium Tosylate In Dextrose 5%",,"Therapy","[u'Bretylium Tosylate']",,
"Bretylium Tosylate In Dextrose 5% In Plastic Container",,"Therapy","[u'Bretylium Tosylate']",,
"Bretylol",,"Therapy","[u'Bretylium Tosylate']",,
"Brevibloc",,"Therapy","[u'Esmolol Hydrochloride']",,
"Brevibloc Double Strength In Plastic Container",,"Therapy","[u'Esmolol Hydrochloride']",,
"Brevibloc In Plastic Container",,"Therapy","[u'Esmolol Hydrochloride']",,
"Brevicon 21-Day",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Brevicon 28-Day",,"Therapy","[u'Ethinyl Estradiol; Norethindrone']",,
"Brevital Sodium",,"Therapy","[u'Methohexital Sodium']",,
"Brian Care",,"Therapy","[u'Chlorhexidine Gluconate']",,
"Bricanyl",,"Therapy","[u'Terbutaline Sulfate']",,
"Brimonidine Tartrate",,"Therapy",,,
"Brimonidine Tartrate; Timolol Maleate",,"Therapy",,,
"Bristacycline",,"Therapy","[u'Tetracycline Hydrochloride']",,
"Bristagen",,"Therapy","[u'Gentamicin Sulfate']",,
"Bristamycin",,"Therapy","[u'Erythromycin Stearate']",,
"Bromanate",,"Therapy","[u'Brompheniramine Maleate; Phenylpropanolamine Hydrochloride']",,
"Bromanate Dc",,"Therapy","[u'Brompheniramine Maleate; Codeine Phosphate; Phenylpropanolamine Hydrochloride']",,
"Bromanate Dm",,"Therapy","[u'Brompheniramine Maleate; Dextromethorphan Hydrobromide; Pseudoephedrine Hydrochloride']",,
"Bromanyl",,"Therapy","[u'Bromodiphenhydramine Hydrochloride; Codeine Phosphate']",,
"Bromatapp",,"Therapy","[u'Brompheniramine Maleate; Phenylpropanolamine Hydrochloride']",,
"Bromday",,"Therapy","[u'Bromfenac Sodium']",,
"Bromfed-Dm",,"Therapy","[u'Brompheniramine Maleate; Dextromethorphan Hydrobromide; Pseudoephedrine Hydrochloride']",,
