"applicationNumber","productNumber","form","dosage","productMarketStatus","tecCode","isReferenceDrug","treatmentTypeName","activeIngredients","interestCategories","isDrug"
6488,7,"Injectable; Injection",1.00%,"Prescription","AP",1,"Xylocaine","Lidocaine Hydrochloride","Xylocaine W/ Epinephrine",TRUE
6488,8,"Injectable; Injection",0.50%,"Prescription","AP",1,"Xylocaine","Lidocaine Hydrochloride","Xylocaine",TRUE
6488,10,"Injectable; Injection",1.50%,"Prescription","AP",1,"Xylocaine","Lidocaine Hydrochloride","Xylocaine",TRUE
6488,12,"Injectable; Injection","0.005MG/ML;0.5%","Prescription","AP",1,"Xylocaine W/ Epinephrine","Epinephrine; Lidocaine Hydrochloride","Xylocaine",TRUE
6488,17,"Injectable; Injection","0.005MG/ML;1.5%","Prescription","AP",1,"Xylocaine W/ Epinephrine","Epinephrine; Lidocaine Hydrochloride","Xylocaine W/ Epinephrine",TRUE
6488,18,"Injectable; Injection","0.005MG/ML;1%","Prescription","AP",1,"Xylocaine W/ Epinephrine","Epinephrine; Lidocaine Hydrochloride","Xylocaine W/ Epinephrine",TRUE
6488,19,"Injectable; Injection","0.005MG/ML;2%","Prescription","AP",1,"Xylocaine W/ Epinephrine","Epinephrine; Lidocaine Hydrochloride","Xylocaine W/ Epinephrine",TRUE
6514,4,"Syrup; Oral","12.5MG/5ML","Discontinued",,0,"Benylin","Diphenhydramine Hydrochloride","Xylocaine W/ Epinephrine",TRUE
6525,1,"Tablet; Oral","500MG","Discontinued",,0,"Gantrisin","Sulfisoxazole","Benylin",TRUE
6530,3,"Cream; Vaginal",15.00%,"Prescription",,1,"Avc","Sulfanilamide","Gantrisin",TRUE
6530,4,"Suppository; Vaginal","1.05GM","Discontinued",,0,"Avc","Sulfanilamide","Avc",TRUE
6536,1,"Injectable; Injection","5MG/ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Urecholine","Bethanechol Chloride","Avc",TRUE
6536,2,"Tablet; Oral","10MG","Discontinued",,0,"Urecholine","Bethanechol Chloride","Urecholine",TRUE
6536,3,"Tablet; Oral","5MG","Discontinued",,0,"Urecholine","Bethanechol Chloride","Urecholine",TRUE
6536,4,"Tablet; Oral","25MG","Discontinued",,0,"Urecholine","Bethanechol Chloride","Urecholine",TRUE
6536,5,"Tablet; Oral","50MG","Discontinued",,0,"Urecholine","Bethanechol Chloride","Urecholine",TRUE
6580,1,"Injectable; Injection","900MG/100ML","Discontinued",,0,"Ammonium Chloride 0.9% In Normal Saline","Ammonium Chloride","Urecholine",TRUE
6620,1,"Tablet; Oral","100MG;1MG","Discontinued",,0,"Cafergot","Caffeine; Ergotamine Tartrate","Ammonium Chloride 0.9% In Normal Saline",TRUE
6632,3,"Injectable; Injection","2MG/ML","Discontinued",,0,"Metubine Iodide","Metocurine Iodide","Cafergot",TRUE
6668,10,"Injectable; Injection","1MG/ML","Discontinued",,0,"Redisol","Cyanocobalamin","Metubine Iodide",TRUE
6695,1,"Injectable; Injection","10MG/VIAL","Prescription",,1,"Mustargen","Mechlorethamine Hydrochloride","Redisol",TRUE
6772,1,"Injectable; Injection","20MG/ML","Discontinued",,0,"Vasoxyl","Methoxamine Hydrochloride","Mustargen",TRUE
6772,2,"Injectable; Injection","10MG/ML","Discontinued",,0,"Vasoxyl","Methoxamine Hydrochloride","Vasoxyl",TRUE
6773,3,"Tablet; Oral","5MG","Discontinued",,0,"Artane","Trihexyphenidyl Hydrochloride","Vasoxyl",TRUE
6773,5,"Tablet; Oral","2MG","Discontinued",,0,"Artane","Trihexyphenidyl Hydrochloride","Artane",TRUE
6773,9,"Elixir; Oral","2MG/5ML","Discontinued",,0,"Artane","Trihexyphenidyl Hydrochloride","Artane",TRUE
6773,10,"Capsule, Extended Release; Oral","5MG","Discontinued",,0,"Artane","Trihexyphenidyl Hydrochloride","Artane",TRUE
6798,1,"Injectable; Injection","1MG/ML","Discontinued",,0,"Berubigen","Cyanocobalamin","Artane",TRUE
6799,2,"Injectable; Injection","0.1MG/ML","Discontinued",,0,"Rubramin Pc","Cyanocobalamin","Berubigen",TRUE
6799,4,"Injectable; Injection","1MG/ML","Discontinued",,0,"Rubramin Pc","Cyanocobalamin","Rubramin Pc",TRUE
6799,10,"Injectable; Injection","1MG/ML","Discontinued",,0,"Rubramin Pc","Cyanocobalamin","Rubramin Pc",TRUE
6800,1,"Capsule; Oral","300MG","Discontinued",,0,"Paradione","Paramethadione","Rubramin Pc",TRUE
6800,2,"Solution; Oral","300MG/ML","Discontinued",,0,"Paradione","Paramethadione","Paradione",TRUE
6800,3,"Capsule; Oral","150MG","Discontinued",,0,"Paradione","Paramethadione","Paradione",TRUE
6811,1,"Tablet; Oral","500MG","Discontinued",,0,"Parasal","Aminosalicylic Acid","Paradione",TRUE
6811,2,"Tablet; Oral","1GM","Discontinued",,0,"Parasal","Aminosalicylic Acid","Parasal",TRUE
6811,6,"Tablet; Oral","500MG","Discontinued",,0,"Parasal Sodium","Aminosalicylate Sodium","Parasal",TRUE
6811,11,"Tablet; Oral","1GM","Discontinued",,0,"Parasal Sodium","Aminosalicylate Sodium","Parasal Sodium",TRUE
6823,1,"Injectable; Injection","EQ 50,000 UNITS BASE/ML","Prescription",,1,"Aquasol A","Vitamin A Palmitate","Parasal Sodium",TRUE
6882,1,"Emulsion; Topical",3.00%,"Prescription",,1,"Phisohex","Hexachlorophene","Aquasol A",TRUE
6904,1,"Tablet; Oral","167MG;167MG;167MG","Discontinued",,0,"Terfonyl","Trisulfapyrimidines (Sulfadiazine;Sulfamerazine;Sulfamethazine)","Phisohex",TRUE
6904,2,"Suspension; Oral","167MG/5ML;167MG/5ML;167MG/5ML","Discontinued",,0,"Terfonyl","Trisulfapyrimidines (Sulfadiazine;Sulfamerazine;Sulfamethazine)","Terfonyl",TRUE
6905,2,"Powder; Inhalation",25.00%,"Discontinued",,0,"Norisodrine","Isoproterenol Sulfate","Terfonyl",TRUE
6905,3,"Powder; Inhalation",10.00%,"Discontinued",,0,"Norisodrine","Isoproterenol Sulfate","Norisodrine",TRUE
6917,1,"Injectable; Injection","EQ 400MG BASE/ML","Discontinued",,0,"Gantrisin","Sulfisoxazole Diolamine","Norisodrine",TRUE
6920,2,"Tablet; Oral","167MG;167MG;167MG","Discontinued",,0,"Triple Sulfas","Trisulfapyrimidines (Sulfadiazine;Sulfamerazine;Sulfamethazine)","Gantrisin",TRUE
6920,3,"Suspension; Oral","167MG/5ML;167MG/5ML;167MG/5ML","Discontinued",,0,"Triple Sulfas","Trisulfapyrimidines (Sulfadiazine;Sulfamerazine;Sulfamethazine)","Triple Sulfas",TRUE
6921,2,"Tablet; Oral","4MG","Discontinued",,0,"Chlor-Trimeton","Chlorpheniramine Maleate","Triple Sulfas",TRUE
6921,6,"Syrup; Oral","2MG/5ML","Discontinued",,0,"Chlor-Trimeton","Chlorpheniramine Maleate","Chlor-Trimeton",TRUE
6927,1,"Cream; Topical",10.00%,"Prescription",,1,"Eurax","Crotamiton","Chlor-Trimeton",TRUE
6931,2,"Injectable; Injection","1MG/ML","Discontinued",,0,"Syncurine","Decamethonium Bromide","Eurax",TRUE
7012,2,"Injectable; Injection","1MG/ML","Discontinued",,0,"Vi-Twel","Cyanocobalamin","Syncurine",TRUE
7073,1,"Tablet; Oral","500MG","Prescription","AB",1,"Azulfidine","Sulfasalazine","Vi-Twel",TRUE
7073,2,"Tablet, Delayed Release; Oral","500MG","Prescription","AB",1,"Azulfidine En-Tabs","Sulfasalazine","Azulfidine",TRUE
7085,2,"Injectable; Injection","1MG/ML","Discontinued",,0,"Cyanocobalamin","Cyanocobalamin","Azulfidine En-Tabs",TRUE
7110,2,"Injectable; Injection","25MG/ML","Discontinued",,0,"Cortone","Cortisone Acetate","Cyanocobalamin",TRUE
7110,3,"Injectable; Injection","50MG/ML","Discontinued",,0,"Cortone","Cortisone Acetate","Cortone",TRUE
7245,1,"Solution; Inhalation",0.25%,"Discontinued",,0,"Aerolone","Isoproterenol Hydrochloride","Cortone",TRUE
7320,2,"Tablet; Oral","500MG","Discontinued",,0,"Teebacin","Aminosalicylate Sodium","Aerolone",TRUE
7335,1,"Capsule; Oral","250MG","Discontinued",,0,"Pronestyl","Procainamide Hydrochloride","Teebacin",TRUE
7335,2,"Injectable; Injection","100MG/ML","Discontinued",,0,"Pronestyl","Procainamide Hydrochloride","Pronestyl",TRUE
7335,3,"Capsule; Oral","500MG","Discontinued",,0,"Pronestyl","Procainamide Hydrochloride","Pronestyl",TRUE
7335,4,"Capsule; Oral","375MG","Discontinued",,0,"Pronestyl","Procainamide Hydrochloride","Pronestyl",TRUE
7335,5,"Injectable; Injection","500MG/ML","Discontinued",,0,"Pronestyl","Procainamide Hydrochloride","Pronestyl",TRUE
7336,2,"Tablet; Oral","2MG","Discontinued",,0,"Veriloid","Alkavervir","Pronestyl",TRUE
7336,3,"Tablet; Oral","3MG","Discontinued",,0,"Veriloid","Alkavervir","Veriloid",TRUE
7337,5,"Tablet; Oral","325MG;2.25MG;0.19MG","Discontinued",,0,"Percodan-Demi","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","Veriloid",TRUE
7337,6,"Tablet; Oral","325MG;4.5MG;0.38MG","Discontinued",,0,"Percodan","Aspirin; Oxycodone Hydrochloride; Oxycodone Terephthalate","Percodan-Demi",TRUE
7337,7,"Tablet; Oral","325MG;4.8355MG","Prescription",,1,"Percodan","Aspirin; Oxycodone Hydrochloride","Percodan",TRUE
7390,1,"Tablet; Oral","50MG","Discontinued",,0,"Banthine","Methantheline Bromide","Percodan",TRUE
7392,2,"Injectable; Injection","50MG/ML","Discontinued",,0,"Seconal Sodium","Secobarbital Sodium","Banthine",TRUE
7409,1,"Tablet; Oral","20MG","Prescription","AB",1,"Bentyl","Dicyclomine Hydrochloride","Seconal Sodium",TRUE
7409,3,"Capsule; Oral","10MG","Prescription","AB",1,"Bentyl","Dicyclomine Hydrochloride","Bentyl",TRUE
7413,1,"Injectable; Injection","50MG/VIAL","Discontinued",,0,"Protamine Sulfate","Protamine Sulfate","Bentyl",TRUE
7413,2,"Injectable; Injection","250MG/VIAL","Discontinued",,0,"Protamine Sulfate","Protamine Sulfate","Protamine Sulfate",TRUE
7504,2,"Injectable; Injection","25 UNITS/VIAL","Discontinued",,0,"Acthar","Corticotropin","Protamine Sulfate",TRUE
7504,3,"Injectable; Injection","40 UNITS/VIAL","Discontinued",,0,"Acthar","Corticotropin","Acthar",TRUE
7513,1,"Injectable; Injection","EQ 1MG BASE/ML","Prescription","AP",1,"Levophed","Norepinephrine Bitartrate","Acthar",TRUE
7517,2,"Tablet; Oral","5MG","Discontinued",,0,"Tapazole","Methimazole","Levophed",TRUE
7517,4,"Tablet; Oral","10MG","Discontinued",,0,"Tapazole","Methimazole","Tapazole",TRUE
7529,2,"Injectable; Injection","80MG/ML","Prescription",,1,"Quinidine Gluconate","Quinidine Gluconate","Tapazole",TRUE
7600,3,"Injectable; Injection","1GM/VIAL","Discontinued",,0,"Surital","Thiamylal Sodium","Quinidine Gluconate",TRUE
7600,5,"Injectable; Injection","5GM/VIAL","Discontinued",,0,"Surital","Thiamylal Sodium","Surital",TRUE
7600,9,"Injectable; Injection","10GM/VIAL","Discontinued",,0,"Surital","Thiamylal Sodium","Surital",TRUE
7638,1,"Tablet, Extended Release; Oral","8MG","Discontinued",,0,"Chlor-Trimeton","Chlorpheniramine Maleate","Surital",TRUE
7638,2,"Tablet, Extended Release; Oral","12MG","Over The Counter",,1,"Chlor-Trimeton","Chlorpheniramine Maleate","Chlor-Trimeton",TRUE
7707,1,"Tablet; Oral","500MG","Discontinued",,0,"Phenurone","Phenacemide","Chlor-Trimeton",TRUE
7750,3,"Tablet; Oral","25MG","Discontinued",,0,"Cortone","Cortisone Acetate","Phenurone",TRUE
7757,2,"Solution/Drops; Ophthalmic","EQ 4% BASE","Discontinued",,0,"Gantrisin","Sulfisoxazole Diolamine","Cortone",TRUE
7794,1,"Tablet; Oral","200MG","Discontinued",,0,"Neothylline","Dyphylline","Gantrisin",TRUE
7794,2,"Tablet; Oral","400MG","Discontinued",,0,"Neothylline","Dyphylline","Neothylline",TRUE
7794,3,"Elixir; Oral","160MG/15ML","Discontinued",,0,"Neothylline","Dyphylline","Neothylline",TRUE
7842,1,"Injectable; Injection","20MG/ML","Discontinued",,0,"Flaxedil","Gallamine Triethiodide","Neothylline",TRUE
7842,2,"Injectable; Injection","100MG/ML","Discontinued",,0,"Flaxedil","Gallamine Triethiodide","Flaxedil",TRUE
7865,2,"Injectable; Injection","2MEQ/ML","Discontinued",,0,"Potassium Chloride","Potassium Chloride","Flaxedil",TRUE
7883,2,"Tablet; Oral","500MG","Discontinued",,0,"Antabuse","Disulfiram","Potassium Chloride",TRUE
7883,3,"Tablet; Oral","250MG","Discontinued",,0,"Antabuse","Disulfiram","Antabuse",TRUE
7898,4,"Tablet; Oral","500MG","Discontinued",,0,"Benemid","Probenecid","Antabuse",TRUE
7935,2,"Tablet; Oral","12.5MG","Discontinued",,0,"Phenergan","Promethazine Hydrochloride","Benemid",TRUE
7935,3,"Tablet; Oral","25MG","Discontinued",,0,"Phenergan","Promethazine Hydrochloride","Phenergan",TRUE
7935,4,"Tablet; Oral","50MG","Discontinued",,0,"Phenergan","Promethazine Hydrochloride","Phenergan",TRUE
7936,1,"Lotion/Shampoo; Topical",2.50%,"Prescription","AT",1,"Selsun","Selenium Sulfide","Phenergan",TRUE
7942,1,"Injectable; Injection","5MG/ML","Discontinued",,0,"Sus-Phrine Sulfite-Free","Epinephrine","Selsun",TRUE
7942,3,"Injectable; Injection","1.5MG/AMP","Discontinued",,0,"Sus-Phrine Sulfite-Free","Epinephrine","Sus-Phrine Sulfite-Free",TRUE
7953,1,"Solution/Drops; Ophthalmic","0.12%;0.1%","Discontinued",,0,"Prefrin-A","Phenylephrine Hydrochloride; Pyrilamine Maleate","Sus-Phrine Sulfite-Free",TRUE
7959,1,"Injectable; Injection","10MG/ML","Prescription","AP",1,"Tensilon","Edrophonium Chloride","Prefrin-A",TRUE
7959,2,"Injectable; Injection","10MG/ML","Prescription","AP",1,"Tensilon Preservative Free","Edrophonium Chloride","Tensilon",TRUE
7961,2,"Syrup; Oral","10MG/5ML","Prescription","AA",1,"Bentyl","Dicyclomine Hydrochloride","Tensilon Preservative Free",TRUE
7984,1,"Capsule; Oral","25MG","Discontinued",,0,"Ambodryl","Bromodiphenhydramine Hydrochloride","Bentyl",TRUE
8032,1,"Tablet; Oral","500MG","Discontinued",,0,"Telepaque","Iopanoic Acid","Ambodryl",TRUE
8041,1,"Injectable; Injection","0.5% **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Evans Blue","Evans Blue","Telepaque",TRUE
8048,1,"Ointment; Topical",5.00%,"Discontinued",,0,"Xylocaine","Lidocaine","Evans Blue",TRUE
8085,2,"Tablet; Oral","EQ 2.5MG BASE","Prescription","AB",1,"Methotrexate Sodium","Methotrexate Sodium","Xylocaine",TRUE
8102,4,"Capsule; Oral","12MG","Discontinued",,0,"Tace","Chlorotrianisene","Methotrexate Sodium",TRUE
8107,1,"Injectable; Injection","EQ 3MG BASE/ML","Discontinued",,0,"Leucovorin Calcium","Leucovorin Calcium","Tace",TRUE
8107,2,"Injectable; Injection","EQ 50MG BASE/VIAL","Discontinued",,0,"Leucovorin Calcium","Leucovorin Calcium","Leucovorin Calcium",TRUE
8107,3,"For Solution; Oral","EQ 60MG BASE/VIAL","Discontinued",,0,"Leucovorin Calcium","Leucovorin Calcium","Leucovorin Calcium",TRUE
8107,4,"Injectable; Injection","EQ 100MG BASE/VIAL","Discontinued",,0,"Leucovorin Calcium","Leucovorin Calcium","Leucovorin Calcium",TRUE
8107,5,"Injectable; Injection","EQ 350MG BASE/VIAL","Discontinued",,0,"Leucovorin Calcium","Leucovorin Calcium","Leucovorin Calcium",TRUE
8114,4,"Tablet; Oral","100MG","Discontinued",,0,"Prantal","Diphemanil Methylsulfate","Leucovorin Calcium",TRUE
8126,1,"Tablet; Oral","25MG","Discontinued",,0,"Cortisone Acetate","Cortisone Acetate","Prantal",TRUE
8126,2,"Injectable; Injection","25MG/ML","Discontinued",,0,"Cortisone Acetate","Cortisone Acetate","Cortisone Acetate",TRUE
8126,3,"Tablet; Oral","5MG","Discontinued",,0,"Cortisone Acetate","Cortisone Acetate","Cortisone Acetate",TRUE
8126,4,"Tablet; Oral","10MG","Discontinued",,0,"Cortisone Acetate","Cortisone Acetate","Cortisone Acetate",TRUE
8173,3,"Cream; Topical",20.00%,"Discontinued",,0,"Benoquin","Monobenzone","Cortisone Acetate",TRUE
8228,1,"Injectable; Injection","25MG/ML","Discontinued",,0,"Hydrocortone","Hydrocortisone Acetate","Benoquin",TRUE
8228,4,"Injectable; Injection","50MG/ML","Discontinued",,0,"Hydrocortone","Hydrocortisone Acetate","Hydrocortone",TRUE
8248,1,"Injectable; Injection","EQ 30MG BASE/ML","Discontinued",,0,"Wyamine Sulfate","Mephentermine Sulfate","Hydrocortone",TRUE
8248,2,"Injectable; Injection","EQ 15MG BASE/ML","Discontinued",,0,"Wyamine Sulfate","Mephentermine Sulfate","Wyamine Sulfate",TRUE
8278,3,"Injectable; Injection","5MG/VIAL","Prescription","AP",1,"Regitine","Phentolamine Mesylate","Wyamine Sulfate",TRUE
8284,1,"Tablet; Oral","25MG","Discontinued",,0,"Cortisone Acetate","Cortisone Acetate","Regitine",TRUE
8284,2,"Tablet; Oral","5MG","Discontinued",,0,"Cortisone Acetate","Cortisone Acetate","Cortisone Acetate",TRUE
8303,1,"Tablet; Oral","25MG","Discontinued",,0,"Apresoline","Hydralazine Hydrochloride","Cortisone Acetate",TRUE
8303,2,"Tablet; Oral","50MG","Discontinued",,0,"Apresoline","Hydralazine Hydrochloride","Apresoline",TRUE
8303,3,"Injectable; Injection","20MG/ML","Discontinued",,0,"Apresoline","Hydralazine Hydrochloride","Apresoline",TRUE
8303,4,"Tablet; Oral","10MG","Discontinued",,0,"Apresoline","Hydralazine Hydrochloride","Apresoline",TRUE
8303,5,"Tablet; Oral","100MG","Discontinued",,0,"Apresoline","Hydralazine Hydrochloride","Apresoline",TRUE
8306,4,"Syrup; Oral","10MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Phenergan W/ Codeine","Codeine Phosphate; Promethazine Hydrochloride","Apresoline",TRUE
8306,5,"Syrup; Oral","10MG/5ML;5MG/5ML;6.25MG/5ML","Discontinued",,0,"Phenergan Vc W/ Codeine","Codeine Phosphate; Phenylephrine Hydrochloride; Promethazine Hydrochloride","Phenergan W/ Codeine",TRUE
8316,1,"Tablet; Oral","EQ 15MG BASE","Prescription",,1,"Primaquine","Primaquine Phosphate","Phenergan Vc W/ Codeine",TRUE
8317,2,"Injectable; Injection","25 UNITS/VIAL","Discontinued",,0,"Acth","Corticotropin","Primaquine",TRUE
8317,4,"Injectable; Injection","40 UNITS/VIAL","Discontinued",,0,"Acth","Corticotropin","Acth",TRUE
8319,8,"Tablet; Oral","100MG","Discontinued",,0,"Butazolidin","Phenylbutazone","Acth",TRUE
8319,9,"Capsule; Oral","100MG","Discontinued",,0,"Butazolidin","Phenylbutazone","Butazolidin",TRUE
8322,1,"Tablet; Oral","100MG","Discontinued",,0,"Gemonil","Metharbital","Butazolidin",TRUE
8370,1,"Injectable; Injection","10MG/ML","Prescription","AP",1,"Bentyl","Dicyclomine Hydrochloride","Gemonil",TRUE
8370,2,"Injectable; Injection","10MG/ML","Prescription","AP",1,"Bentyl Preservative Free","Dicyclomine Hydrochloride","Bentyl",TRUE
8372,6,"Injectable; Injection","40 UNITS/ML","Discontinued",,0,"H.P. Acthar Gel","Corticotropin","Bentyl Preservative Free",TRUE
8372,8,"Injectable; Injection","80 UNITS/ML","Prescription",,1,"H.P. Acthar Gel","Corticotropin","H.P. Acthar Gel",TRUE
8378,3,"Suspension; Oral","15MG/5ML;3.75MG/5ML;600MG/5ML","Discontinued",,0,"Tpn","Niacinamide; Pyridoxine Hydrochloride; Tyrosine","H.P. Acthar Gel",TRUE
8381,3,"Syrup; Oral","25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Promethazine Hydrochloride Plain","Promethazine Hydrochloride","Tpn",TRUE
8381,4,"Syrup; Oral","6.25MG/5ML","Discontinued",,0,"Promethazine Hydrochloride Plain","Promethazine Hydrochloride","Promethazine Hydrochloride Plain",TRUE
8392,3,"Tablet; Oral","100MG","Discontinued",,0,"Nydrazid","Isoniazid","Promethazine Hydrochloride Plain",TRUE
8402,1,"Emulsion; Topical",3.00%,"Discontinued",,0,"Phisohex","Hexachlorophene","Nydrazid",TRUE
8414,2,"Ointment; Ophthalmic","EQ 4% BASE","Discontinued",,0,"Gantrisin","Sulfisoxazole Diolamine","Phisohex",TRUE
8420,1,"Syrup; Oral","50MG/5ML","Discontinued",,0,"Rimifon","Isoniazid","Gantrisin",TRUE
8420,2,"Injectable; Injection","25MG/ML","Discontinued",,0,"Rimifon","Isoniazid","Rimifon",TRUE
8420,3,"Injectable; Injection","100MG/ML","Discontinued",,0,"Rimifon","Isoniazid","Rimifon",TRUE
8428,1,"Tablet; Oral","50MG","Discontinued",,0,"Isoniazid","Isoniazid","Rimifon",TRUE
8428,2,"Tablet; Oral","100MG","Discontinued",,0,"Isoniazid","Isoniazid","Isoniazid",TRUE
8428,3,"Tablet; Oral","300MG","Discontinued",,0,"Isoniazid","Isoniazid","Isoniazid",TRUE
8453,1,"Injectable; Injection","500MG/VIAL","Discontinued",,0,"Anectine","Succinylcholine Chloride","Isoniazid",TRUE
8453,2,"Injectable; Injection","20MG/ML","Prescription","AP",1,"Anectine","Succinylcholine Chloride","Anectine",TRUE
8453,3,"Injectable; Injection","50MG/ML","Discontinued",,0,"Anectine","Succinylcholine Chloride","Anectine",TRUE
8453,4,"Injectable; Injection","1GM/VIAL","Discontinued",,0,"Anectine","Succinylcholine Chloride","Anectine",TRUE
8472,1,"Solution; Topical",5.00%,"Discontinued",,0,"Cyclaine","Hexylcaine Hydrochloride","Anectine",TRUE
8492,2,"Tablet; Oral","5MG","Discontinued",,0,"Antrenyl","Oxyphenonium Bromide","Cyclaine",TRUE
8499,2,"Tablet; Oral","100MG","Discontinued",,0,"Isoniazid","Isoniazid","Antrenyl",TRUE
8499,3,"Tablet; Oral","300MG","Discontinued",,0,"Isoniazid","Isoniazid","Isoniazid",TRUE
8506,7,"Tablet; Oral","10MG","Discontinued",,0,"Hydrocortone","Hydrocortisone","Isoniazid",TRUE
8506,11,"Tablet; Oral","20MG","Discontinued",,0,"Hydrocortone","Hydrocortisone","Hydrocortone",TRUE
8565,1,"Tablet; Oral","250MG","Discontinued",,0,"Thiosulfil","Sulfamethizole","Hydrocortone",TRUE
8565,4,"Tablet; Oral","500MG","Discontinued",,0,"Thiosulfil","Sulfamethizole","Thiosulfil",TRUE
8578,1,"Tablet; Oral","25MG","Prescription",,1,"Daraprim","Pyrimethamine","Thiosulfil",TRUE
8592,3,"Injectable; Injection","EQ 0.033MG BASE/ML;2%;0.4%","Discontinued",,0,"Ravocaine And Novocain W/ Levophed","Norepinephrine Bitartrate; Procaine Hydrochloride; Propoxycaine Hydrochloride","Daraprim",TRUE
8592,7,"Injectable; Injection","0.05MG/ML;2%;0.4%","Discontinued",,0,"Ravocaine And Novocain W/ Neo-Cobefrin","Levonordefrin; Procaine Hydrochloride; Propoxycaine Hydrochloride","Ravocaine And Novocain W/ Levophed",TRUE
8604,3,"Syrup; Oral","5MG/5ML;6.25MG/5ML **Federal Register determination that product was not discontinued or withdrawn for safety or efficacy reasons**","Discontinued",,0,"Phenergan Vc","Phenylephrine Hydrochloride; Promethazine Hydrochloride","Ravocaine And Novocain W/ Neo-Cobefrin",TRUE
